3.0959,2.0484,2.2976,2.8302,2.6093,2.1551,2.1936,1.7866,3.0673,2.042,2.2265,2.3392,2.8005,3.0071,2.2707,2.0185,2.2368,2.1013,2.565,2.9301,2.1344,1.9202,3.0311,1.429,2.0845,1.5037,1.9958,2.8335,2.2737,1.0644,1.2522,1.17,1.7984,2.92,2.5304,2.9071,2.2108,2.0056,2.1871,2.5638,2.3463,2.9228,1.4943,2.1782,2.2432,2.5436,1.9288,1.8041,2.0719,2.3129
2.5951,3.4022,2.714,2.073,1.479,2.0917,1.9729,2.6913,3.5398,1.9295,2.6482,3.6191,1.9644,2.1932,2.9688,1.9363,2.4385,4.0542,2.0221,2.9514,2.4235,1.7078,3.6157,2.0093,1.7737,2.1539,1.7781,3.0939,1.5182,2.8869,2.082,2.6949,2.9274,1.3101,1.9758,2.4782,2.7794,2.103,2.2774,2.9875,3.6246,2.8945,2.1217,1.7987,1.4544,1.8911,1.692,2.9057,2.0665,2.6826
3.3755,3.9928,2.5492,2.2642,2.1666,2.1772,2.9394,2.2908,2.0527,2.3431,2.0749,3.2573,2.9713,2.8992,3.519,1.9995,2.112,3.5307,2.9963,2.8987,2.5742,1.9852,2.2667,1.3416,2.7747,2.2102,2.5972,3.4042,2.9991,2.4861,2.0157,2.3678,3.7227,2.2465,1.8319,3.0374,2.7062,2.2111,1.5679,3.3709,3.2298,2.9144,2.1598,2.8435,2.9783,1.8867,1.9845,3.7499,2.223,2.4796
3.8248,3.0297,2.9556,2.903,2.5532,2.9457,2.9504,2.7159,3.7447,3.4959,2.9395,2.7441,3.0241,3.4072,3.2555,3.6407,3.731,2.8636,2.2562,3.5346,3.0589,1.9992,3.7093,2.3648,2.9578,2.9419,2.8295,2.535,3.0713,3.1025,2.2553,3.0522,2.2147,3.6373,3.1956,3.0373,2.2611,3.0934,3.0965,4.1083,2.6525,3.5193,2.8514,2.9607,3.0371,3.1927,2.0296,2.2231,3.07,2.9418
3.9538,3.6989,2.5831,2.636,2.5427,3.8842,3.0168,3.0135,3.3631,3.8728,3.8379,3.4841,3.905,3.3714,2.8045,3.0216,2.2159,3.4475,2.8447,3.1593,3.5825,2.7008,3.431,3.0133,3.2636,3.7165,2.8226,3.3016,3.0799,2.8963,3.0493,2.4708,4.3293,3.7106,3.1914,3.4452,3.2195,2.9229,2.9905,4.0868,3.4776,3.1704,3.692,3.2021,3.093,3.201,2.7371,4.2999,2.9586,2.5747
3.8818,3.6601,2.3611,3.4536,2.7052,4.0215,3.049,3.3209,4.2807,3.91,3.0032,3.6029,4.0142,3.2779,3.2891,3.7433,2.2633,3.406,2.7869,4.1997,3.6704,2.0813,4.3109,3.0724,3.6079,3.4213,3.4029,3.4531,3.0549,2.1525,2.7279,2.9192,3.561,3.5584,3.4307,3.4192,3.0748,2.9942,3.8135,4.499,3.5247,4.2434,3.4364,3.5643,3.0433,3.4948,2.0438,3.4706,2.9233,2.2525
3.6944,3.9968,3.575,3.0036,2.949,4.0403,3.9584,3.6659,3.9098,3.904,3.9051,3.7485,3.8521,3.7685,3.9912,3.5536,3.8839,3.615,2.2935,4.2971,3.8299,3.5762,3.8703,2.6327,3.3662,2.9346,3.4509,3.4666,3.1093,3.2568,2.9021,2.7709,3.9292,4.2535,3.9048,3.2638,3.7289,2.9987,2.8725,3.879,3.7403,4.2725,2.8854,3.3261,3.035,3.9249,3.5098,3.8685,2.9453,3.6404
3.9333,2.8438,3.7033,3.3222,2.4272,3.5954,3.9462,3.0263,3.9124,3.7874,3.2286,3.9343,3.4784,3.8638,4.2074,3.6166,3.0564,3.8097,3.8791,3.9525,3.8214,3.9992,3.8255,2.8723,3.7019,3.0773,3.4739,3.8534,3.7598,3.8377,3.0045,2.92,3.9077,3.28,3.454,3.802,3.8037,3.0343,3.9142,3.9236,3.9447,3.9284,3.09,3.757,3.7888,3.2679,3.9782,3.8774,3.1159,3.7251
3.9994,3.9711,4.413,3.0318,3.061,3.5319,3.8625,4.7743,3.8521,3.5918,4.2546,3.9412,4.0883,3.508,3.95,3.499,2.9322,3.8635,3.9426,4.0592,4.1764,2.8194,3.9107,3.1818,3.5401,3.6134,3.8359,3.5182,3.1182,3.6848,2.955,3.8367,3.5617,3.7276,3.7821,3.8081,2.3405,3.0064,3.6898,4.2647,3.9511,4.0462,3.6528,3.5161,3.1,3.6989,2.8704,3.548,2.9576,4.3253
4.1211,4.5454,3.3291,4.026,3.9892,3.9073,4.6397,4.3383,4.0184,4.2332,3.4559,4.4601,4.2842,4.4688,4.1105,4.5432,2.2511,4.7674,3.3736,4.3851,4.807,3.8158,3.9926,4.4513,3.4728,3.7741,4.0405,3.9188,4.2766,3.5793,3.0604,3.9114,4.1122,3.4678,3.5831,4.3897,4.1131,3.7702,3.4723,4.5438,4.3908,4.3957,3.7444,3.4774,4.2466,3.5417,3.8329,4.171,3.7353,3.428
4.1677,4.062,4.0109,3.9482,3.1707,4.0953,4.8247,4.4125,3.9553,4.485,4.4285,3.8463,4.0616,4.4815,4.4277,4.3309,3.9738,4.84,4.7365,4.1084,4.0393,3.9017,3.9416,3.7647,4.1989,4.5514,3.6993,4.5507,4.067,3.9651,3.2353,3.6852,4.2334,4.7071,4.3547,3.9401,3.8418,3.7868,3.6687,4.4091,3.8646,4.2102,4.576,4.1322,4.0244,4.2901,3.9214,4.2037,3.7899,4.0032
4.4557,4.6315,3.8461,3.3352,4.5885,4.5969,4.7947,4.4267,4.7382,4.8114,3.9562,4.1521,4.1839,4.2176,4.0276,4.7641,3.5606,4.5995,4.3092,4.5726,4.324,3.982,4.6996,3.5206,4.3829,4.347,3.9392,3.3333,4.0059,3.3414,4.0139,4.8075,4.8633,4.3226,4.0265,4.0157,3.7142,3.8973,3.9891,4.7522,4.0916,4.529,4.3753,4.3737,4.0456,4.0342,3.9599,4.8819,3.8574,3.7724
4.1882,4.7089,3.0398,4.3605,3.8869,4.7717,4.6365,4.6988,4.2736,4.551,4.3825,4.2436,3.2918,4.3506,4.4739,4.492,4.3125,4.6407,3.8563,4.5062,4.2861,4.1895,4.2903,4.5258,4.2434,4.2819,3.907,4.4014,4.2729,3.6889,3.9984,3.5556,4.8898,4.8616,4.4243,4.0431,4.0828,4.1321,4.8694,4.8267,4.2562,4.5732,4.2798,4.1621,4.2675,4.4319,4.1512,4.9351,4.1394,2.9935
3.8585,4.4696,3.8914,3.8916,4.7283,4.6718,4.3672,4.7852,4.6175,3.8439,4.8593,4.495,4.0187,4.5761,2.9447,4.7143,4.2697,4.8082,4.2906,4.3768,4.3967,3.5831,4.714,3.935,4.0953,4.4089,3.5843,4.7534,4.503,4.5158,4.2407,3.0419,4.777,3.3976,4.9255,4.1244,4.7521,4.2174,4.3499,4.9669,4.5252,4.366,4.5067,4.0602,4.4254,4.8908,3.687,4.7886,4.2762,3.9045
4.1627,4.4329,4.5203,4.5987,3.9483,4.7617,4.8353,4.594,4.0446,4.7204,4.6468,4.4087,4.3794,4.1576,3.8781,4.0553,3.8579,4.7156,4.7693,4.7349,4.7302,4.516,4.0178,4.4079,4.3025,4.7719,4.5781,4.5446,3.8265,4.879,3.7562,4.7721,4.7422,4.7602,4.2492,4.507,3.9548,4.7469,3.7197,4.9131,4.4886,4.7798,4.7083,4.3405,3.935,4.3077,4.5107,4.7464,4.7503,4.4483
4.4324,4.222,4.604,4.6388,3.8719,4.1349,4.839,4.3682,4.7574,4.6807,4.5883,4.573,4.7735,4.7475,4.7956,4.6818,3.909,4.7366,3.9824,4.8194,3.9307,4.6869,4.7504,4.7957,4.2187,4.8552,4.819,4.973,4.3907,4.8396,4.3462,4.7223,4.7534,5,4.8494,4.7405,4.8739,4.239,4.6036,4.7828,4.4705,4.8224,4.869,4.3042,4.3736,4.81,4.6852,4.7229,4.3253,4.5803
4.3721,4.5186,4.5781,4.6652,4.7426,4.6278,4.7198,4.5615,4.5884,4.4647,4.0232,4.0199,4.2915,4.6499,4.8692,4.8107,4.1741,4.7272,4.7715,4.7625,4.8162,4.5095,4.6492,4.8043,4.6574,4.7024,4.8266,4.8047,4.464,4.8325,4.534,4.7673,4.7916,4.7099,4.6764,4.6968,4.6783,4.8981,4.8087,4.8801,4.0614,4.7358,4.6561,4.6817,4.4776,4.6591,4.4958,4.8337,4.8256,4.573
4.5559,4.7291,4.7169,3.8643,4.615,4.7765,4.6431,4.7039,4.7189,4.6671,4.668,4.0719,4.7814,4.7548,4.8201,4.9165,4.6598,4.6826,4.4476,4.5937,4.7384,4.5789,4.6417,4.2971,4.4779,4.7694,4.7642,4.5561,4.4857,4.479,3.9292,4.7214,4.7691,4.9121,4.8402,4.7847,4.8755,4.739,4.8506,4.8663,4.0638,4.5807,4.7333,4.4828,4.5034,4.8068,4.5824,4.8505,4.7248,4.6957
4.4398,4.6928,4.6287,3.9869,4.728,4.6513,4.7567,4.7021,4.5829,4.7561,4.4202,4.125,4.6776,4.6287,4.6186,4.796,4.1696,4.65,4.5463,4.6452,4.6653,4.5981,4.7073,4.8772,4.7489,4.7206,4.8704,4.8266,4.6284,4.8742,4.486,4.6764,4.7342,4.7952,4.8775,4.7868,4.7129,4.7264,4.7344,4.6893,4.1212,4.6931,4.7426,4.8026,4.5631,4.8327,4.5821,4.758,4.6827,4.6389
4.4273,4.5818,4.5753,3.997,4.7936,4.6424,4.7384,4.6989,4.6769,4.7598,4.4523,4.1177,4.7721,4.6176,4.598,4.8269,4.1316,4.6065,4.5503,4.5947,4.5321,4.5616,4.7082,4.8752,4.6918,4.7804,4.9011,4.8552,4.7088,4.9748,4.5083,4.7315,4.6884,4.8489,4.8553,4.8386,4.7284,4.693,4.7024,4.6682,4.1541,4.6164,4.8068,4.8816,4.5121,4.9443,4.5321,4.7568,4.7445,4.5991
